,continent,country,year,metric,value
1778,Americas,United States,1952,lifeExp,68.44
3482,Americas,United States,1952,pop,157553000.0
216,Americas,United States,1957,gdpPercap,14847.12712
1920,Americas,United States,1957,lifeExp,69.49
3624,Americas,United States,1957,pop,171984000.0
358,Americas,United States,1962,gdpPercap,16173.14586
2062,Americas,United States,1962,lifeExp,70.21
3766,Americas,United States,1962,pop,186538000.0
500,Americas,United States,1967,gdpPercap,19530.36557
2204,Americas,United States,1967,lifeExp,70.76
3908,Americas,United States,1967,pop,198712000.0
642,Americas,United States,1972,gdpPercap,21806.03594
2346,Americas,United States,1972,lifeExp,71.34
4050,Americas,United States,1972,pop,209896000.0
784,Americas,United States,1977,gdpPercap,24072.63213
2488,Americas,United States,1977,lifeExp,73.38
4192,Americas,United States,1977,pop,220239000.0
926,Americas,United States,1982,gdpPercap,25009.55914
2630,Americas,United States,1982,lifeExp,74.65
4334,Americas,United States,1982,pop,232187835.0
1068,Americas,United States,1987,gdpPercap,29884.35041
2772,Americas,United States,1987,lifeExp,75.02
4476,Americas,United States,1987,pop,242803533.0
1210,Americas,United States,1992,gdpPercap,32003.93224
2914,Americas,United States,1992,lifeExp,76.09
4618,Americas,United States,1992,pop,256894189.0
1352,Americas,United States,1997,gdpPercap,35767.43303
3056,Americas,United States,1997,lifeExp,76.81
4760,Americas,United States,1997,pop,272911760.0
1494,Americas,United States,2002,gdpPercap,39097.09955
3198,Americas,United States,2002,lifeExp,77.31
4902,Americas,United States,2002,pop,287675526.0
1636,Americas,United States,2007,gdpPercap,42951.65309
3340,Americas,United States,2007,lifeExp,78.242
5044,Americas,United States,2007,pop,301139947.0
75,Americas,Uruguay,1952,gdpPercap,5716.766744
1779,Americas,Uruguay,1952,lifeExp,66.071
3483,Americas,Uruguay,1952,pop,2252965.0
217,Americas,Uruguay,1957,gdpPercap,6150.772969
1921,Americas,Uruguay,1957,lifeExp,67.044
3625,Americas,Uruguay,1957,pop,2424959.0
359,Americas,Uruguay,1962,gdpPercap,5603.357717
2063,Americas,Uruguay,1962,lifeExp,68.253
3767,Americas,Uruguay,1962,pop,2598466.0
501,Americas,Uruguay,1967,gdpPercap,5444.61962
2205,Americas,Uruguay,1967,lifeExp,68.468
3909,Americas,Uruguay,1967,pop,2748579.0
643,Americas,Uruguay,1972,gdpPercap,5703.408898
2347,Americas,Uruguay,1972,lifeExp,68.673
4051,Americas,Uruguay,1972,pop,2829526.0
785,Americas,Uruguay,1977,gdpPercap,6504.339663
2489,Americas,Uruguay,1977,lifeExp,69.481
4193,Americas,Uruguay,1977,pop,2873520.0
927,Americas,Uruguay,1982,gdpPercap,6920.223051
2631,Americas,Uruguay,1982,lifeExp,70.805
4335,Americas,Uruguay,1982,pop,2953997.0
1069,Americas,Uruguay,1987,gdpPercap,7452.398969
2773,Americas,Uruguay,1987,lifeExp,71.918
4477,Americas,Uruguay,1987,pop,3045153.0
1211,Americas,Uruguay,1992,gdpPercap,8137.004775
2915,Americas,Uruguay,1992,lifeExp,72.752
4619,Americas,Uruguay,1992,pop,3149262.0
1353,Americas,Uruguay,1997,gdpPercap,9230.240708
3057,Americas,Uruguay,1997,lifeExp,74.223
4761,Americas,Uruguay,1997,pop,3262838.0
1495,Americas,Uruguay,2002,gdpPercap,7727.002004
3199,Americas,Uruguay,2002,lifeExp,75.307
4903,Americas,Uruguay,2002,pop,3363085.0
1637,Americas,Uruguay,2007,gdpPercap,10611.46299
3341,Americas,Uruguay,2007,lifeExp,76.384
5045,Americas,Uruguay,2007,pop,3447496.0
76,Americas,Venezuela,1952,gdpPercap,7689.799761
1780,Americas,Venezuela,1952,lifeExp,55.088
3484,Americas,Venezuela,1952,pop,5439568.0
218,Americas,Venezuela,1957,gdpPercap,9802.466526
1922,Americas,Venezuela,1957,lifeExp,57.907
3626,Americas,Venezuela,1957,pop,6702668.0
360,Americas,Venezuela,1962,gdpPercap,8422.974165
2064,Americas,Venezuela,1962,lifeExp,60.77
3768,Americas,Venezuela,1962,pop,8143375.0
502,Americas,Venezuela,1967,gdpPercap,9541.474188
2206,Americas,Venezuela,1967,lifeExp,63.479
3910,Americas,Venezuela,1967,pop,9709552.0
644,Americas,Venezuela,1972,gdpPercap,10505.25966
2348,Americas,Venezuela,1972,lifeExp,65.712
4052,Americas,Venezuela,1972,pop,11515649.0
786,Americas,Venezuela,1977,gdpPercap,13143.95095
2490,Americas,Venezuela,1977,lifeExp,67.456
4194,Americas,Venezuela,1977,pop,13503563.0
928,Americas,Venezuela,1982,gdpPercap,11152.41011
2632,Americas,Venezuela,1982,lifeExp,68.557
4336,Americas,Venezuela,1982,pop,15620766.0
1070,Americas,Venezuela,1987,gdpPercap,9883.584648
2774,Americas,Venezuela,1987,lifeExp,70.19
4478,Americas,Venezuela,1987,pop,17910182.0
1212,Americas,Venezuela,1992,gdpPercap,10733.92631
2916,Americas,Venezuela,1992,lifeExp,71.15
4620,Americas,Venezuela,1992,pop,20265563.0
1354,Americas,Venezuela,1997,gdpPercap,10165.49518
3058,Americas,Venezuela,1997,lifeExp,72.146
4762,Americas,Venezuela,1997,pop,22374398.0
1496,Americas,Venezuela,2002,gdpPercap,8605.047831
3200,Americas,Venezuela,2002,lifeExp,72.766
4904,Americas,Venezuela,2002,pop,24287670.0
1638,Americas,Venezuela,2007,gdpPercap,11415.80569
3342,Americas,Venezuela,2007,lifeExp,73.747
5046,Americas,Venezuela,2007,pop,26084662.0
77,Asia,Afghanistan,1952,gdpPercap,779.4453145
1781,Asia,Afghanistan,1952,lifeExp,28.801
3485,Asia,Afghanistan,1952,pop,8425333.0
219,Asia,Afghanistan,1957,gdpPercap,820.8530296
1923,Asia,Afghanistan,1957,lifeExp,30.332
3627,Asia,Afghanistan,1957,pop,9240934.0
361,Asia,Afghanistan,1962,gdpPercap,853.10071
2065,Asia,Afghanistan,1962,lifeExp,31.997
3769,Asia,Afghanistan,1962,pop,10267083.0
503,Asia,Afghanistan,1967,gdpPercap,836.1971382
2207,Asia,Afghanistan,1967,lifeExp,34.02
3911,Asia,Afghanistan,1967,pop,11537966.0
645,Asia,Afghanistan,1972,gdpPercap,739.9811058
2349,Asia,Afghanistan,1972,lifeExp,36.088
4053,Asia,Afghanistan,1972,pop,13079460.0
787,Asia,Afghanistan,1977,gdpPercap,786.11336
2491,Asia,Afghanistan,1977,lifeExp,38.438
4195,Asia,Afghanistan,1977,pop,14880372.0
929,Asia,Afghanistan,1982,gdpPercap,978.0114388
2633,Asia,Afghanistan,1982,lifeExp,39.854
4337,Asia,Afghanistan,1982,pop,12881816.0
1071,Asia,Afghanistan,1987,gdpPercap,852.3959448
2775,Asia,Afghanistan,1987,lifeExp,40.822
4479,Asia,Afghanistan,1987,pop,13867957.0
1213,Asia,Afghanistan,1992,gdpPercap,649.3413952
2917,Asia,Afghanistan,1992,lifeExp,41.674
4621,Asia,Afghanistan,1992,pop,16317921.0
1355,Asia,Afghanistan,1997,gdpPercap,635.341351
3059,Asia,Afghanistan,1997,lifeExp,41.763
4763,Asia,Afghanistan,1997,pop,22227415.0
1497,Asia,Afghanistan,2002,gdpPercap,726.7340548
3201,Asia,Afghanistan,2002,lifeExp,42.129
4905,Asia,Afghanistan,2002,pop,25268405.0
1639,Asia,Afghanistan,2007,gdpPercap,974.5803384
3343,Asia,Afghanistan,2007,lifeExp,43.828
5047,Asia,Afghanistan,2007,pop,31889923.0
78,Asia,Bahrain,1952,gdpPercap,9867.084765
1782,Asia,Bahrain,1952,lifeExp,50.939
3486,Asia,Bahrain,1952,pop,120447.0
220,Asia,Bahrain,1957,gdpPercap,11635.79945
1924,Asia,Bahrain,1957,lifeExp,53.832
3628,Asia,Bahrain,1957,pop,138655.0
362,Asia,Bahrain,1962,gdpPercap,12753.27514
2066,Asia,Bahrain,1962,lifeExp,56.923
3770,Asia,Bahrain,1962,pop,171863.0
504,Asia,Bahrain,1967,gdpPercap,14804.6727
2208,Asia,Bahrain,1967,lifeExp,59.923
3912,Asia,Bahrain,1967,pop,202182.0
646,Asia,Bahrain,1972,gdpPercap,18268.65839
2350,Asia,Bahrain,1972,lifeExp,63.3
4054,Asia,Bahrain,1972,pop,230800.0
788,Asia,Bahrain,1977,gdpPercap,19340.10196
2492,Asia,Bahrain,1977,lifeExp,65.593
4196,Asia,Bahrain,1977,pop,297410.0
930,Asia,Bahrain,1982,gdpPercap,19211.14731
2634,Asia,Bahrain,1982,lifeExp,69.052
4338,Asia,Bahrain,1982,pop,377967.0
1072,Asia,Bahrain,1987,gdpPercap,18524.02406
2776,Asia,Bahrain,1987,lifeExp,70.75
4480,Asia,Bahrain,1987,pop,454612.0
1214,Asia,Bahrain,1992,gdpPercap,19035.57917
2918,Asia,Bahrain,1992,lifeExp,72.601
4622,Asia,Bahrain,1992,pop,529491.0
1356,Asia,Bahrain,1997,gdpPercap,20292.01679
3060,Asia,Bahrain,1997,lifeExp,73.925
4764,Asia,Bahrain,1997,pop,598561.0
1498,Asia,Bahrain,2002,gdpPercap,23403.55927
3202,Asia,Bahrain,2002,lifeExp,74.795
4906,Asia,Bahrain,2002,pop,656397.0
1640,Asia,Bahrain,2007,gdpPercap,29796.04834
3344,Asia,Bahrain,2007,lifeExp,75.635
5048,Asia,Bahrain,2007,pop,708573.0
79,Asia,Bangladesh,1952,gdpPercap,684.2441716
1783,Asia,Bangladesh,1952,lifeExp,37.484
3487,Asia,Bangladesh,1952,pop,46886859.0
221,Asia,Bangladesh,1957,gdpPercap,661.6374577
1925,Asia,Bangladesh,1957,lifeExp,39.348
3629,Asia,Bangladesh,1957,pop,51365468.0
363,Asia,Bangladesh,1962,gdpPercap,686.3415538
2067,Asia,Bangladesh,1962,lifeExp,41.216
3771,Asia,Bangladesh,1962,pop,56839289.0
505,Asia,Bangladesh,1967,gdpPercap,721.1860862
2209,Asia,Bangladesh,1967,lifeExp,43.453
3913,Asia,Bangladesh,1967,pop,62821884.0
647,Asia,Bangladesh,1972,gdpPercap,630.2336265
2351,Asia,Bangladesh,1972,lifeExp,45.252
4055,Asia,Bangladesh,1972,pop,70759295.0
789,Asia,Bangladesh,1977,gdpPercap,659.8772322
2493,Asia,Bangladesh,1977,lifeExp,46.923
4197,Asia,Bangladesh,1977,pop,80428306.0
931,Asia,Bangladesh,1982,gdpPercap,676.9818656
2635,Asia,Bangladesh,1982,lifeExp,50.009
4339,Asia,Bangladesh,1982,pop,93074406.0
1073,Asia,Bangladesh,1987,gdpPercap,751.9794035
2777,Asia,Bangladesh,1987,lifeExp,52.819
4481,Asia,Bangladesh,1987,pop,103764241.0
1215,Asia,Bangladesh,1992,gdpPercap,837.8101643
2919,Asia,Bangladesh,1992,lifeExp,56.018
4623,Asia,Bangladesh,1992,pop,113704579.0
1357,Asia,Bangladesh,1997,gdpPercap,972.7700352
3061,Asia,Bangladesh,1997,lifeExp,59.412
4765,Asia,Bangladesh,1997,pop,123315288.0
1499,Asia,Bangladesh,2002,gdpPercap,1136.39043
3203,Asia,Bangladesh,2002,lifeExp,62.013
4907,Asia,Bangladesh,2002,pop,135656790.0
1641,Asia,Bangladesh,2007,gdpPercap,1391.253792
3345,Asia,Bangladesh,2007,lifeExp,64.062
5049,Asia,Bangladesh,2007,pop,150448339.0
80,Asia,Cambodia,1952,gdpPercap,368.4692856
1784,Asia,Cambodia,1952,lifeExp,39.417
3488,Asia,Cambodia,1952,pop,4693836.0
222,Asia,Cambodia,1957,gdpPercap,434.0383364
1926,Asia,Cambodia,1957,lifeExp,41.366
3630,Asia,Cambodia,1957,pop,5322536.0
364,Asia,Cambodia,1962,gdpPercap,496.9136476
2068,Asia,Cambodia,1962,lifeExp,43.415
3772,Asia,Cambodia,1962,pop,6083619.0
506,Asia,Cambodia,1967,gdpPercap,523.4323142
2210,Asia,Cambodia,1967,lifeExp,45.415
3914,Asia,Cambodia,1967,pop,6960067.0
648,Asia,Cambodia,1972,gdpPercap,421.6240257
2352,Asia,Cambodia,1972,lifeExp,40.317
4056,Asia,Cambodia,1972,pop,7450606.0
790,Asia,Cambodia,1977,gdpPercap,524.9721832
2494,Asia,Cambodia,1977,lifeExp,31.22
4198,Asia,Cambodia,1977,pop,6978607.0
932,Asia,Cambodia,1982,gdpPercap,624.4754784
2636,Asia,Cambodia,1982,lifeExp,50.957
4340,Asia,Cambodia,1982,pop,7272485.0
1074,Asia,Cambodia,1987,gdpPercap,683.8955732
2778,Asia,Cambodia,1987,lifeExp,53.914
4482,Asia,Cambodia,1987,pop,8371791.0
1216,Asia,Cambodia,1992,gdpPercap,682.3031755
2920,Asia,Cambodia,1992,lifeExp,55.803
4624,Asia,Cambodia,1992,pop,10150094.0
1358,Asia,Cambodia,1997,gdpPercap,734.28517
3062,Asia,Cambodia,1997,lifeExp,56.534
4766,Asia,Cambodia,1997,pop,11782962.0
1500,Asia,Cambodia,2002,gdpPercap,896.2260153
3204,Asia,Cambodia,2002,lifeExp,56.752
4908,Asia,Cambodia,2002,pop,12926707.0
1642,Asia,Cambodia,2007,gdpPercap,1713.778686
3346,Asia,Cambodia,2007,lifeExp,59.723
5050,Asia,Cambodia,2007,pop,14131858.0
81,Asia,China,1952,gdpPercap,400.448610699994
1785,Asia,China,1952,lifeExp,44.0
3489,Asia,China,1952,pop,556263527.999989
223,Asia,China,1957,gdpPercap,575.9870009
1927,Asia,China,1957,lifeExp,50.54896
3631,Asia,China,1957,pop,637408000.0
365,Asia,China,1962,gdpPercap,487.6740183
2069,Asia,China,1962,lifeExp,44.50136
3773,Asia,China,1962,pop,665770000.0
507,Asia,China,1967,gdpPercap,612.7056934
2211,Asia,China,1967,lifeExp,58.38112
3915,Asia,China,1967,pop,754550000.0
649,Asia,China,1972,gdpPercap,676.9000921
2353,Asia,China,1972,lifeExp,63.11888
4057,Asia,China,1972,pop,862030000.0
791,Asia,China,1977,gdpPercap,741.2374699
2495,Asia,China,1977,lifeExp,63.96736
4199,Asia,China,1977,pop,943455000.0
933,Asia,China,1982,gdpPercap,962.4213805
2637,Asia,China,1982,lifeExp,65.525
4341,Asia,China,1982,pop,1000281000.0
1075,Asia,China,1987,gdpPercap,1378.904018
2779,Asia,China,1987,lifeExp,67.274
4483,Asia,China,1987,pop,1084035000.0
1217,Asia,China,1992,gdpPercap,1655.784158
2921,Asia,China,1992,lifeExp,68.69
4625,Asia,China,1992,pop,1164970000.0
1359,Asia,China,1997,gdpPercap,2289.234136
3063,Asia,China,1997,lifeExp,70.426
4767,Asia,China,1997,pop,1230075000.0
1501,Asia,China,2002,gdpPercap,3119.280896
3205,Asia,China,2002,lifeExp,72.028
4909,Asia,China,2002,pop,1280400000.0
1643,Asia,China,2007,gdpPercap,4959.114854
3347,Asia,China,2007,lifeExp,72.961
5051,Asia,China,2007,pop,1318683096.0
82,Asia,Hong Kong China,1952,gdpPercap,3054.421209
1786,Asia,Hong Kong China,1952,lifeExp,60.96
3490,Asia,Hong Kong China,1952,pop,2125900.0
224,Asia,Hong Kong China,1957,gdpPercap,3629.076457
1928,Asia,Hong Kong China,1957,lifeExp,64.75
3632,Asia,Hong Kong China,1957,pop,2736300.0
366,Asia,Hong Kong China,1962,gdpPercap,4692.648272
2070,Asia,Hong Kong China,1962,lifeExp,67.65
3774,Asia,Hong Kong China,1962,pop,3305200.0
508,Asia,Hong Kong China,1967,gdpPercap,6197.962814
2212,Asia,Hong Kong China,1967,lifeExp,70.0
3916,Asia,Hong Kong China,1967,pop,3722800.0
650,Asia,Hong Kong China,1972,gdpPercap,8315.928145
2354,Asia,Hong Kong China,1972,lifeExp,72.0
4058,Asia,Hong Kong China,1972,pop,4115700.0
792,Asia,Hong Kong China,1977,gdpPercap,11186.14125
2496,Asia,Hong Kong China,1977,lifeExp,73.6
4200,Asia,Hong Kong China,1977,pop,4583700.0
934,Asia,Hong Kong China,1982,gdpPercap,14560.53051
2638,Asia,Hong Kong China,1982,lifeExp,75.45
4342,Asia,Hong Kong China,1982,pop,5264500.0
1076,Asia,Hong Kong China,1987,gdpPercap,20038.47269
2780,Asia,Hong Kong China,1987,lifeExp,76.2
4484,Asia,Hong Kong China,1987,pop,5584510.0
1218,Asia,Hong Kong China,1992,gdpPercap,24757.60301
2922,Asia,Hong Kong China,1992,lifeExp,77.601
4626,Asia,Hong Kong China,1992,pop,5829696.0
1360,Asia,Hong Kong China,1997,gdpPercap,28377.63219
3064,Asia,Hong Kong China,1997,lifeExp,80.0
4768,Asia,Hong Kong China,1997,pop,6495918.0
1502,Asia,Hong Kong China,2002,gdpPercap,30209.01516
3206,Asia,Hong Kong China,2002,lifeExp,81.495
4910,Asia,Hong Kong China,2002,pop,6762476.0
1644,Asia,Hong Kong China,2007,gdpPercap,39724.97867
3348,Asia,Hong Kong China,2007,lifeExp,82.208
5052,Asia,Hong Kong China,2007,pop,6980412.0
83,Asia,India,1952,gdpPercap,546.5657493
1787,Asia,India,1952,lifeExp,37.373
3491,Asia,India,1952,pop,372000000.0
225,Asia,India,1957,gdpPercap,590.061996
1929,Asia,India,1957,lifeExp,40.249
3633,Asia,India,1957,pop,409000000.0
367,Asia,India,1962,gdpPercap,658.3471509
2071,Asia,India,1962,lifeExp,43.605
3775,Asia,India,1962,pop,454000000.0
509,Asia,India,1967,gdpPercap,700.7706107
2213,Asia,India,1967,lifeExp,47.193
3917,Asia,India,1967,pop,506000000.0
651,Asia,India,1972,gdpPercap,724.032527
2355,Asia,India,1972,lifeExp,50.651
4059,Asia,India,1972,pop,567000000.0
793,Asia,India,1977,gdpPercap,813.337323
2497,Asia,India,1977,lifeExp,54.208
4201,Asia,India,1977,pop,634000000.0
935,Asia,India,1982,gdpPercap,855.7235377
2639,Asia,India,1982,lifeExp,56.596
4343,Asia,India,1982,pop,708000000.0
1077,Asia,India,1987,gdpPercap,976.5126756
2781,Asia,India,1987,lifeExp,58.553
4485,Asia,India,1987,pop,788000000.0
1219,Asia,India,1992,gdpPercap,1164.406809
2923,Asia,India,1992,lifeExp,60.223
4627,Asia,India,1992,pop,872000000.0
1361,Asia,India,1997,gdpPercap,1458.817442
3065,Asia,India,1997,lifeExp,61.765
4769,Asia,India,1997,pop,959000000.0
1503,Asia,India,2002,gdpPercap,1746.769454
3207,Asia,India,2002,lifeExp,62.879
4911,Asia,India,2002,pop,1034172547.0
1645,Asia,India,2007,gdpPercap,2452.210407
3349,Asia,India,2007,lifeExp,64.698
5053,Asia,India,2007,pop,1110396331.0
84,Asia,Indonesia,1952,gdpPercap,749.6816546
1788,Asia,Indonesia,1952,lifeExp,37.468
3492,Asia,Indonesia,1952,pop,82052000.0
226,Asia,Indonesia,1957,gdpPercap,858.9002707
1930,Asia,Indonesia,1957,lifeExp,39.918
3634,Asia,Indonesia,1957,pop,90124000.0
368,Asia,Indonesia,1962,gdpPercap,849.2897701
2072,Asia,Indonesia,1962,lifeExp,42.518
3776,Asia,Indonesia,1962,pop,99028000.0
510,Asia,Indonesia,1967,gdpPercap,762.4317721
2214,Asia,Indonesia,1967,lifeExp,45.964
3918,Asia,Indonesia,1967,pop,109343000.0
652,Asia,Indonesia,1972,gdpPercap,1111.107907
2356,Asia,Indonesia,1972,lifeExp,49.203
4060,Asia,Indonesia,1972,pop,121282000.0
794,Asia,Indonesia,1977,gdpPercap,1382.702056
2498,Asia,Indonesia,1977,lifeExp,52.702
4202,Asia,Indonesia,1977,pop,136725000.0
936,Asia,Indonesia,1982,gdpPercap,1516.872988
2640,Asia,Indonesia,1982,lifeExp,56.159
4344,Asia,Indonesia,1982,pop,153343000.0
1078,Asia,Indonesia,1987,gdpPercap,1748.356961
2782,Asia,Indonesia,1987,lifeExp,60.137
4486,Asia,Indonesia,1987,pop,169276000.0
1220,Asia,Indonesia,1992,gdpPercap,2383.140898
2924,Asia,Indonesia,1992,lifeExp,62.681
4628,Asia,Indonesia,1992,pop,184816000.0
1362,Asia,Indonesia,1997,gdpPercap,3119.335603
3066,Asia,Indonesia,1997,lifeExp,66.041
4770,Asia,Indonesia,1997,pop,199278000.0
1504,Asia,Indonesia,2002,gdpPercap,2873.91287
3208,Asia,Indonesia,2002,lifeExp,68.588
4912,Asia,Indonesia,2002,pop,211060000.0
1646,Asia,Indonesia,2007,gdpPercap,3540.651564
3350,Asia,Indonesia,2007,lifeExp,70.65
5054,Asia,Indonesia,2007,pop,223547000.0
85,Asia,Iran,1952,gdpPercap,3035.326002
1789,Asia,Iran,1952,lifeExp,44.869
3493,Asia,Iran,1952,pop,17272000.0
227,Asia,Iran,1957,gdpPercap,3290.257643
1931,Asia,Iran,1957,lifeExp,47.181
3635,Asia,Iran,1957,pop,19792000.0
369,Asia,Iran,1962,gdpPercap,4187.329802
2073,Asia,Iran,1962,lifeExp,49.325
3777,Asia,Iran,1962,pop,22874000.0
511,Asia,Iran,1967,gdpPercap,5906.731805
2215,Asia,Iran,1967,lifeExp,52.469
3919,Asia,Iran,1967,pop,26538000.0
653,Asia,Iran,1972,gdpPercap,9613.818607
2357,Asia,Iran,1972,lifeExp,55.234
4061,Asia,Iran,1972,pop,30614000.0
795,Asia,Iran,1977,gdpPercap,11888.59508
2499,Asia,Iran,1977,lifeExp,57.702
4203,Asia,Iran,1977,pop,35480679.0
937,Asia,Iran,1982,gdpPercap,7608.334602
2641,Asia,Iran,1982,lifeExp,59.62
4345,Asia,Iran,1982,pop,43072751.0
1079,Asia,Iran,1987,gdpPercap,6642.881371
2783,Asia,Iran,1987,lifeExp,63.04
4487,Asia,Iran,1987,pop,51889696.0
1221,Asia,Iran,1992,gdpPercap,7235.653188
2925,Asia,Iran,1992,lifeExp,65.742
4629,Asia,Iran,1992,pop,60397973.0
1363,Asia,Iran,1997,gdpPercap,8263.590301
3067,Asia,Iran,1997,lifeExp,68.042
4771,Asia,Iran,1997,pop,63327987.0
1505,Asia,Iran,2002,gdpPercap,9240.761975
3209,Asia,Iran,2002,lifeExp,69.451
4913,Asia,Iran,2002,pop,66907826.0
1647,Asia,Iran,2007,gdpPercap,11605.71449
3351,Asia,Iran,2007,lifeExp,70.964
5055,Asia,Iran,2007,pop,69453570.0
86,Asia,Iraq,1952,gdpPercap,4129.766056
1790,Asia,Iraq,1952,lifeExp,45.32
3494,Asia,Iraq,1952,pop,5441766.0
228,Asia,Iraq,1957,gdpPercap,6229.333562
1932,Asia,Iraq,1957,lifeExp,48.437
3636,Asia,Iraq,1957,pop,6248643.0
370,Asia,Iraq,1962,gdpPercap,8341.737815
2074,Asia,Iraq,1962,lifeExp,51.457
3778,Asia,Iraq,1962,pop,7240260.0
512,Asia,Iraq,1967,gdpPercap,8931.459811
2216,Asia,Iraq,1967,lifeExp,54.459
3920,Asia,Iraq,1967,pop,8519282.0
654,Asia,Iraq,1972,gdpPercap,9576.037596
2358,Asia,Iraq,1972,lifeExp,56.95
4062,Asia,Iraq,1972,pop,10061506.0
796,Asia,Iraq,1977,gdpPercap,14688.23507
2500,Asia,Iraq,1977,lifeExp,60.413
4204,Asia,Iraq,1977,pop,11882916.0
938,Asia,Iraq,1982,gdpPercap,14517.90711
2642,Asia,Iraq,1982,lifeExp,62.038
4346,Asia,Iraq,1982,pop,14173318.0
1080,Asia,Iraq,1987,gdpPercap,11643.57268
2784,Asia,Iraq,1987,lifeExp,65.044
4488,Asia,Iraq,1987,pop,16543189.0
1222,Asia,Iraq,1992,gdpPercap,3745.640687
2926,Asia,Iraq,1992,lifeExp,59.461
4630,Asia,Iraq,1992,pop,17861905.0
1364,Asia,Iraq,1997,gdpPercap,3076.239795
3068,Asia,Iraq,1997,lifeExp,58.811
4772,Asia,Iraq,1997,pop,20775703.0
1506,Asia,Iraq,2002,gdpPercap,4390.717312
3210,Asia,Iraq,2002,lifeExp,57.046
4914,Asia,Iraq,2002,pop,24001816.0
1648,Asia,Iraq,2007,gdpPercap,4471.061906
3352,Asia,Iraq,2007,lifeExp,59.545
5056,Asia,Iraq,2007,pop,27499638.0
87,Asia,Israel,1952,gdpPercap,4086.522128
1791,Asia,Israel,1952,lifeExp,65.39
3495,Asia,Israel,1952,pop,1620914.0
229,Asia,Israel,1957,gdpPercap,5385.278451
1933,Asia,Israel,1957,lifeExp,67.84
3637,Asia,Israel,1957,pop,1944401.0
371,Asia,Israel,1962,gdpPercap,7105.630706
2075,Asia,Israel,1962,lifeExp,69.39
3779,Asia,Israel,1962,pop,2310904.0
513,Asia,Israel,1967,gdpPercap,8393.741404
2217,Asia,Israel,1967,lifeExp,70.75
3921,Asia,Israel,1967,pop,2693585.0
655,Asia,Israel,1972,gdpPercap,12786.93223
2359,Asia,Israel,1972,lifeExp,71.63
4063,Asia,Israel,1972,pop,3095893.0
797,Asia,Israel,1977,gdpPercap,13306.61921
2501,Asia,Israel,1977,lifeExp,73.06
4205,Asia,Israel,1977,pop,3495918.0
939,Asia,Israel,1982,gdpPercap,15367.0292
2643,Asia,Israel,1982,lifeExp,74.45
4347,Asia,Israel,1982,pop,3858421.0
1081,Asia,Israel,1987,gdpPercap,17122.47986
2785,Asia,Israel,1987,lifeExp,75.6
4489,Asia,Israel,1987,pop,4203148.0
1223,Asia,Israel,1992,gdpPercap,18051.52254
2927,Asia,Israel,1992,lifeExp,76.93
4631,Asia,Israel,1992,pop,4936550.0
1365,Asia,Israel,1997,gdpPercap,20896.60924
3069,Asia,Israel,1997,lifeExp,78.269
4773,Asia,Israel,1997,pop,5531387.0
1507,Asia,Israel,2002,gdpPercap,21905.59514
3211,Asia,Israel,2002,lifeExp,79.696
4915,Asia,Israel,2002,pop,6029529.0
1649,Asia,Israel,2007,gdpPercap,25523.2771
3353,Asia,Israel,2007,lifeExp,80.745
5057,Asia,Israel,2007,pop,6426679.0
88,Asia,Japan,1952,gdpPercap,3216.956347
1792,Asia,Japan,1952,lifeExp,63.03
3496,Asia,Japan,1952,pop,86459025.0
230,Asia,Japan,1957,gdpPercap,4317.694365
1934,Asia,Japan,1957,lifeExp,65.5
3638,Asia,Japan,1957,pop,91563009.0
372,Asia,Japan,1962,gdpPercap,6576.649461
2076,Asia,Japan,1962,lifeExp,68.73
3780,Asia,Japan,1962,pop,95831757.0
514,Asia,Japan,1967,gdpPercap,9847.788607
2218,Asia,Japan,1967,lifeExp,71.43
3922,Asia,Japan,1967,pop,100825279.0
656,Asia,Japan,1972,gdpPercap,14778.78636
2360,Asia,Japan,1972,lifeExp,73.42
4064,Asia,Japan,1972,pop,107188273.0
798,Asia,Japan,1977,gdpPercap,16610.37701
2502,Asia,Japan,1977,lifeExp,75.38
4206,Asia,Japan,1977,pop,113872473.0
940,Asia,Japan,1982,gdpPercap,19384.10571
2644,Asia,Japan,1982,lifeExp,77.11
4348,Asia,Japan,1982,pop,118454974.0
1082,Asia,Japan,1987,gdpPercap,22375.94189
2786,Asia,Japan,1987,lifeExp,78.67
4490,Asia,Japan,1987,pop,122091325.0
1224,Asia,Japan,1992,gdpPercap,26824.89511
2928,Asia,Japan,1992,lifeExp,79.36
4632,Asia,Japan,1992,pop,124329269.0
1366,Asia,Japan,1997,gdpPercap,28816.58499
3070,Asia,Japan,1997,lifeExp,80.69
4774,Asia,Japan,1997,pop,125956499.0
1508,Asia,Japan,2002,gdpPercap,28604.5919
3212,Asia,Japan,2002,lifeExp,82.0
4916,Asia,Japan,2002,pop,127065841.0
1650,Asia,Japan,2007,gdpPercap,31656.06806
3354,Asia,Japan,2007,lifeExp,82.603
5058,Asia,Japan,2007,pop,127467972.0
89,Asia,Jordan,1952,gdpPercap,1546.907807
1793,Asia,Jordan,1952,lifeExp,43.158
3497,Asia,Jordan,1952,pop,607914.0
231,Asia,Jordan,1957,gdpPercap,1886.080591
1935,Asia,Jordan,1957,lifeExp,45.669
3639,Asia,Jordan,1957,pop,746559.0
373,Asia,Jordan,1962,gdpPercap,2348.009158
2077,Asia,Jordan,1962,lifeExp,48.126
3781,Asia,Jordan,1962,pop,933559.0
